run	success	duration	cost	ftissue_hctz	Kp_hctz	Ka_dis_hctz	GU__HCTZABS_k	KI__HCTZEX_k	message	x	x0
2	True	32.76963424682617	101.03807979084839	0.06384167275193893	0.9511567438543831	0.15316953841624648	0.03680513363032766	0.9218057751466672	`xtol` termination condition is satisfied.	[0.06384167 0.95115674 0.15316954 0.03680513 0.92180578]	[0.13046742 0.50559122 0.84753548 0.04258416 7.35665151]
63	True	33.17870378494263	101.12174904269023	0.05256615243335486	0.9723007263152782	2.068332306523889	0.002542771974003047	0.979426515476878	`xtol` termination condition is satisfied.	[0.05256615 0.97230073 2.06833231 0.00254277 0.97942652]	[0.03803895 0.89487692 0.69603297 0.00178935 0.10570144]
98	True	33.913214445114136	101.5363650458694	0.08335922505575873	0.9804734914190225	1.8961850740451087	0.002790297251200807	0.9115904526681794	`xtol` termination condition is satisfied.	[0.08335923 0.98047349 1.89618507 0.0027903  0.91159045]	[0.05756812 0.6853566  9.04582575 0.02399656 8.55070177]
9	True	43.082663774490356	101.54812461676036	0.07412089688349528	0.9159855807274339	1.8479574647911217	0.0028121828355299416	0.9929810878842761	`xtol` termination condition is satisfied.	[0.0741209  0.91598558 1.84795746 0.00281218 0.99298109]	[0.02768411 0.83610538 6.93954127 0.02745891 0.99005502]
15	True	41.93539905548096	101.61267496796789	0.052256010645779956	0.9230452315169417	2.117844958933021	0.002521217198795407	0.9575883959374907	`xtol` termination condition is satisfied.	[0.05225601 0.92304523 2.11784496 0.00252122 0.9575884 ]	"[1.97569193e-02 4.60489352e-01 9.94146489e-02 1.07700048e-03
 1.32779904e+00]"
18	True	24.298823356628418	101.75189212858987	0.04492395538784064	0.953590940923858	2.193184549146955	0.002484638818858664	0.9836631119292911	`xtol` termination condition is satisfied.	[0.04492396 0.95359094 2.19318455 0.00248464 0.98366311]	[0.34585639 0.25264157 2.12310574 0.00667524 2.98238488]
64	True	40.65887403488159	102.11160708215687	0.06766074261978755	0.8585441062614501	0.15267084139429588	0.037729680677999616	0.9502827470701846	`xtol` termination condition is satisfied.	[0.06766074 0.85854411 0.15267084 0.03772968 0.95028275]	[0.14958431 0.53566333 0.00080848 0.00107777 0.30960269]
52	True	34.869107723236084	102.11565344475932	0.04523428144785286	0.9371966402175723	2.435078421377369	0.002359290459260002	0.942474968412258	`xtol` termination condition is satisfied.	"[4.52342814e-02 9.37196640e-01 2.43507842e+00 2.35929046e-03
 9.42474968e-01]"	"[4.35200613e-01 4.48335465e-01 6.42256002e+00 1.33023326e-04
 4.22881377e+00]"
75	True	38.3169686794281	102.17377066912482	0.06624633976351849	0.9004969038373275	0.14836441965460298	0.0372537269517164	0.8958383641962284	`xtol` termination condition is satisfied.	[0.06624634 0.9004969  0.14836442 0.03725373 0.89583836]	[9.82485547 0.54756848 8.20159774 0.08547513 1.61562801]
90	True	38.32005333900452	102.43251345834756	0.053973517019726115	0.9624133831143358	2.3187496634312694	0.0023355404509076863	0.8809560110386598	`xtol` termination condition is satisfied.	[0.05397352 0.96241338 2.31874966 0.00233554 0.88095601]	[0.98532577 0.28245375 0.8526114  0.00245852 0.75129911]
22	True	46.15815711021423	102.5866559785805	0.06211659042129126	0.8108112400975769	0.15478223604441235	0.034216223300916906	0.9881820626844745	`xtol` termination condition is satisfied.	[0.06211659 0.81081124 0.15478224 0.03421622 0.98818206]	[9.10976388 0.29557489 3.92881185 0.38875124 0.16519908]
65	True	38.29191613197327	102.9144787821471	0.05333721412372271	0.7993333085510775	0.14672729085476746	0.03625839085967042	0.9696210319776674	`xtol` termination condition is satisfied.	[0.05333721 0.79933331 0.14672729 0.03625839 0.96962103]	"[1.52539654e+00 4.54570538e-01 2.95747307e-03 3.73334123e-02
 6.51828784e+00]"
99	True	40.08237266540527	103.0629973340456	0.05243344639693033	0.871147848539896	2.436446479334401	0.002305571635591683	0.9053181651868607	`xtol` termination condition is satisfied.	"[5.24334464e-02 8.71147849e-01 2.43644648e+00 2.30557164e-03
 9.05318165e-01]"	"[1.45680219e-02 3.33190004e-01 2.25615270e-02 2.46969078e-04
 1.61309780e+00]"
10	True	55.57535719871521	103.23456428473423	0.05298757747551029	0.7906913549477899	2.2012739069161222	0.002375400528436375	0.9530360006861806	`xtol` termination condition is satisfied.	[0.05298758 0.79069135 2.20127391 0.0023754  0.953036  ]	"[6.15427485e-02 3.14642440e-01 5.56441229e-01 1.82849546e-04
 6.36524514e+00]"
77	True	25.200546741485596	103.7701392466819	0.05470017692998388	0.7659059766716229	0.13838930768050484	0.04057751003663414	0.925443063888441	`xtol` termination condition is satisfied.	[0.05470018 0.76590598 0.13838931 0.04057751 0.92544306]	"[1.12194368e-02 6.48380990e-01 5.02824998e-04 1.58888265e-01
 1.22894065e+00]"
85	True	56.36231541633606	103.9735488940581	0.03604606677915265	0.8694972639452964	1.8613265804088535	0.002417143953439452	0.9916732005887469	`xtol` termination condition is satisfied.	[0.03604607 0.86949726 1.86132658 0.00241714 0.9916732 ]	"[1.32119895e-01 6.67480232e-01 8.04928828e-02 1.70438337e-04
 2.17740750e+00]"
35	True	22.273308992385864	104.07193615801486	0.054219176811123725	0.7974198076739999	2.1652201255713317	0.0025122542042295207	1.031561523262809	`xtol` termination condition is satisfied.	[0.05421918 0.79741981 2.16522013 0.00251225 1.03156152]	"[1.20717969e-02 5.22657235e-01 1.87061731e+00 2.22282481e-03
 3.01125895e+00]"
5	True	31.325337171554565	104.08581494538922	0.06257801459578208	0.7110658182271302	0.15165726354231338	0.033569277823885905	0.9931450839927427	`xtol` termination condition is satisfied.	[0.06257801 0.71106582 0.15165726 0.03356928 0.99314508]	"[6.55553484e-01 6.72796368e-01 1.84409462e-03 7.78738319e-02
 3.62131595e+00]"
14	True	36.64178824424744	104.20195836509875	0.045475796391135484	0.8568488269204342	0.13176838640176014	0.04113504409772167	0.8642503631946721	`xtol` termination condition is satisfied.	[0.0454758  0.85684883 0.13176839 0.04113504 0.86425036]	"[4.39596255e+00 5.25999241e-01 2.59152800e-03 8.05640294e-01
 1.68438675e-01]"
94	True	36.61904430389404	104.40118343180191	0.07659913933454489	0.7215678457435594	0.1574298910036799	0.03359220328242377	0.9998800015239168	`xtol` termination condition is satisfied.	[0.07659914 0.72156785 0.15742989 0.0335922  0.99988   ]	"[3.85787102e-01 2.74691766e-01 4.37371273e-04 1.13964152e+00
 4.82405675e+00]"
11	True	28.24157953262329	105.1377803438697	0.03534151407290677	0.8835580195986973	0.1252018165202368	0.04174388269908667	0.858796462355955	`xtol` termination condition is satisfied.	[0.03534151 0.88355802 0.12520182 0.04174388 0.85879646]	[0.14237844 0.65510802 0.02040007 0.08446522 4.80205561]
59	True	31.707453727722168	105.81377355758501	0.04617650937322346	0.6528265183285448	0.12934024360955554	0.04596856296406962	0.9106744930769305	`xtol` termination condition is satisfied.	[0.04617651 0.65282652 0.12934024 0.04596856 0.91067449]	"[5.62972338e-02 8.71304668e-01 3.16227830e-02 8.97183290e-04
 2.62397745e+00]"
34	True	48.192105293273926	106.05050226839396	0.05907076332909246	0.5776464867412666	2.250486833384338	0.002265369913244239	0.952959970502919	`xtol` termination condition is satisfied.	[0.05907076 0.57764649 2.25048683 0.00226537 0.95295997]	"[3.44662433e-02 4.22188304e-01 3.84741604e+00 1.33253739e-04
 9.64758821e+00]"
37	True	39.99664378166199	106.32391482431332	0.038434116968063634	0.6544554196094297	2.3461984419074087	0.0020928936803743686	0.904105787289427	`xtol` termination condition is satisfied.	"[3.84341170e-02 6.54455420e-01 2.34619844e+00 2.09289368e-03
 9.04105787e-01]"	"[1.41534528e+00 2.68437534e-01 3.37138130e+00 8.49244385e-04
 4.34878621e+00]"
72	True	38.28571963310242	106.54719567464701	0.04341195038441637	0.573892427303105	0.13885801987861263	0.03716452601014659	1.0130163668988041	`xtol` termination condition is satisfied.	[0.04341195 0.57389243 0.13885802 0.03716453 1.01301637]	"[6.94581138e-02 6.25294242e-01 1.69847160e-02 1.34364860e-03
 2.05140987e+00]"
19	True	28.735177278518677	106.58627531807926	0.06317274356122639	0.5209862720472324	0.13473629082020064	0.03853451171593323	0.9372167268158355	`xtol` termination condition is satisfied.	[0.06317274 0.52098627 0.13473629 0.03853451 0.93721673]	[2.42712924 0.91733728 0.13432782 0.09165039 0.19471468]
54	True	34.63718509674072	106.6385300587102	0.029389309384217174	0.6455039687726681	0.13160510825681918	0.03987091993495449	0.985973297406625	`xtol` termination condition is satisfied.	[0.02938931 0.64550397 0.13160511 0.03987092 0.9859733 ]	"[5.24468188e+00 5.17659033e-01 6.63115968e-04 8.90534604e-01
 8.16667658e-01]"
46	True	39.051196575164795	106.65479389738287	0.05648437849060905	0.5371099267466898	2.027389538644969	0.0023363988386204417	0.9982631820743068	`xtol` termination condition is satisfied.	[0.05648438 0.53710993 2.02738954 0.0023364  0.99826318]	"[6.92468889e-01 4.72621947e-01 2.78776571e-01 2.25886974e-04
 1.90014200e+00]"
24	True	63.11220645904541	106.8865781963829	0.03912575455759768	0.5482905567555774	2.397561826044794	0.0021188524751133307	0.9411300347943902	`xtol` termination condition is satisfied.	"[3.91257546e-02 5.48290557e-01 2.39756183e+00 2.11885248e-03
 9.41130035e-01]"	"[2.11727672e+00 6.42793659e-01 2.64635989e-01 1.88445501e-04
 1.26341567e+00]"
32	True	24.874048471450806	108.48999424323426	0.054542017304559605	0.3952197039440911	0.13352274484162036	0.03678032695202291	1.0012700321496746	`xtol` termination condition is satisfied.	[0.05454202 0.3952197  0.13352274 0.03678033 1.00127003]	[0.06708526 0.27947156 0.41634396 0.37232227 1.06326893]
93	True	31.780126094818115	108.60110266059542	0.0434018411189581	0.3953609221273439	2.010808008372816	0.0021842334798847945	0.9837613612128492	`xtol` termination condition is satisfied.	[0.04340184 0.39536092 2.01080801 0.00218423 0.98376136]	"[1.07236858e+00 4.76494731e-01 2.64277148e-01 5.31276168e-04
 8.67120664e-01]"
48	True	29.383574962615967	108.6122641932131	0.04969244817920517	0.37809986887474023	0.1319931770704348	0.03711062421933718	1.000533214847011	`xtol` termination condition is satisfied.	[0.04969245 0.37809987 0.13199318 0.03711062 1.00053321]	[2.43890776 0.29894346 0.00401507 2.82739113 0.90289412]
78	True	40.43933153152466	108.93153159792648	0.039460286240437556	0.43941032828145915	2.397750791964277	0.0020014480945616214	0.8856423928169994	`xtol` termination condition is satisfied.	"[3.94602862e-02 4.39410328e-01 2.39775079e+00 2.00144809e-03
 8.85642393e-01]"	"[1.12971920e-01 3.96129368e-01 2.66524561e+00 1.54886244e-04
 6.51366146e+00]"
0	True	33.93865633010864	109.32527897898035	0.048606114738370065	0.3861090921040543	0.14096726675463384	0.03043003255864728	1.0405734051906024	`xtol` termination condition is satisfied.	[0.04860611 0.38610909 0.14096727 0.03043003 1.04057341]	[0.04877399 0.25721112 0.26462906 0.52739877 2.53873414]
23	True	52.73142075538635	109.41569140393058	0.04580793417653628	0.29661659188818906	0.12697785910895715	0.038134244249276264	0.9642811344403449	`xtol` termination condition is satisfied.	[0.04580793 0.29661659 0.12697786 0.03813424 0.96428113]	"[6.61158755e-01 6.13611449e-01 1.85709637e-04 2.49390644e-03
 6.97541486e+00]"
71	True	36.07108521461487	109.44105396143364	0.044467679100573525	0.4496634563963471	2.811596259430821	0.0019141746080034707	0.8665844491551091	`xtol` termination condition is satisfied.	"[4.44676791e-02 4.49663456e-01 2.81159626e+00 1.91417461e-03
 8.66584449e-01]"	"[1.03512998e+00 3.14931762e-01 5.95663453e-02 2.46620654e-04
 7.85882206e+00]"
62	True	33.160178422927856	109.85847283933448	0.046861682547743914	0.2791239059444269	2.226592433335258	0.0020999918664459365	0.970026638799229	`xtol` termination condition is satisfied.	"[4.68616825e-02 2.79123906e-01 2.22659243e+00 2.09999187e-03
 9.70026639e-01]"	"[3.20350591e+00 4.02121049e-01 1.48784278e-02 2.08175106e-04
 5.42101589e+00]"
28	True	31.463409423828125	110.39450737154614	0.08200452385823623	0.2557490459186789	0.12515143011483615	0.03706429504687173	0.934268123524355	`xtol` termination condition is satisfied.	[0.08200452 0.25574905 0.12515143 0.0370643  0.93426812]	[1.55956107 0.63465333 0.05029368 0.09039164 0.40680357]
69	True	30.25910520553589	110.85068977011187	0.0291663728690688	0.37496209371807504	0.10971526585192247	0.04158129756016766	0.8561224222594387	`xtol` termination condition is satisfied.	[0.02916637 0.37496209 0.10971527 0.0415813  0.85612242]	"[1.65944048e-01 9.23551578e-01 2.07463964e-03 2.32607640e-01
 3.76154150e+00]"
55	True	23.99102520942688	111.60135249296022	0.025339751861432926	0.5615378355405065	0.10796669141759903	0.06247438238645698	0.839807732599796	`xtol` termination condition is satisfied.	[0.02533975 0.56153784 0.10796669 0.06247438 0.83980773]	[2.6337105  0.70071645 0.00720362 0.05762709 1.25920124]
41	True	33.41593408584595	112.26084795824465	0.04980512335043047	0.3129369223592271	0.10877968837955435	0.04177107565061412	0.834093595308361	`xtol` termination condition is satisfied.	[0.04980512 0.31293692 0.10877969 0.04177108 0.8340936 ]	[0.06573459 0.31626105 0.03558343 0.14102069 8.05725841]
26	True	28.653664112091064	112.45793919309865	0.03198016949993576	0.29050506959527495	0.10438691978047396	0.047389671552554254	0.8283544610095674	`xtol` termination condition is satisfied.	[0.03198017 0.29050507 0.10438692 0.04738967 0.82835446]	"[3.14707335e-02 4.71495515e-01 4.03216630e-03 4.49936961e+00
 5.77216330e-01]"
74	True	30.92599892616272	112.96783945672207	0.02535948314311183	0.2788187473575174	3.161698106609167	0.0017295814006603818	0.8493060279454743	`xtol` termination condition is satisfied.	"[2.53594831e-02 2.78818747e-01 3.16169811e+00 1.72958140e-03
 8.49306028e-01]"	"[2.32506435e+00 3.96541935e-01 9.40334127e-01 2.02675349e-03
 3.91507559e-01]"
61	True	26.682464599609375	121.65712605982374	0.05440292137799457	0.9361378461633605	0.12325623647580904	0.4867239825977851	0.8541956506362568	`xtol` termination condition is satisfied.	[0.05440292 0.93613785 0.12325624 0.48672398 0.85419565]	[0.06351268 0.60946324 0.48755194 3.70060527 0.41688838]
17	True	33.592976808547974	122.06072892813309	0.03387892631190381	0.9685548989527173	0.10791623028983853	0.5977008051475032	0.7891312339955976	`xtol` termination condition is satisfied.	[0.03387893 0.9685549  0.10791623 0.59770081 0.78913123]	"[3.16748600e-01 2.78528760e-01 1.75928990e-04 2.09629928e-03
 7.60500969e-01]"
91	True	23.784059524536133	122.1518695134539	0.03713611541000255	0.9535671386475746	0.11472148031399014	0.846323421922654	0.8489051270055381	`xtol` termination condition is satisfied.	[0.03713612 0.95356714 0.11472148 0.84632342 0.84890513]	[0.20459546 0.83567332 0.18497312 1.16001001 3.66386972]
60	True	28.552042245864868	122.22317277681658	0.038221244634749144	0.9725143593202291	0.11424686268768208	1.0056736174793401	0.8214743088292384	`xtol` termination condition is satisfied.	[0.03822124 0.97251436 0.11424686 1.00567362 0.82147431]	[0.42456704 0.25908418 0.04732864 1.38741568 1.22699052]
47	True	23.62267827987671	122.26008612040056	0.039388176808847444	0.8709142890017143	0.10957992717636356	0.4891075399221991	0.7917834973998157	`xtol` termination condition is satisfied.	[0.03938818 0.87091429 0.10957993 0.48910754 0.7917835 ]	[0.10719104 0.9308479  0.03193531 0.86454769 5.29661486]
70	True	30.03193187713623	122.88034941612707	0.04058108128613018	0.8780015988716604	0.10918493026975024	1.0088234354596946	0.7828791906283803	`xtol` termination condition is satisfied.	[0.04058108 0.8780016  0.10918493 1.00882344 0.78287919]	[0.05434577 0.82248491 0.22548903 5.59308054 0.11137029]
86	True	21.483380556106567	123.18630333800796	0.047282179328473395	0.9988549521504537	0.11378899022923315	9.973065407707203	0.7767479844082112	`xtol` termination condition is satisfied.	[0.04728218 0.99885495 0.11378899 9.97306541 0.77674798]	"[1.80989942e+00 4.66593057e-01 1.09884734e-03 4.67287344e-04
 1.24000305e+00]"
88	True	27.44387936592102	123.45385230291723	0.039887956366463126	0.6676686392785084	0.10542447269919525	0.3722819519920068	0.8037371410980727	`xtol` termination condition is satisfied.	[0.03988796 0.66766864 0.10542447 0.37228195 0.80373714]	[0.03106835 0.5509345  0.00270062 0.11103533 0.41844237]
50	True	20.206350326538086	123.48157745033188	0.02853016582510406	0.749750945350989	0.10742759091647221	0.4454538509328853	0.8449511468251785	`xtol` termination condition is satisfied.	[0.02853017 0.74975095 0.10742759 0.44545385 0.84495115]	[0.01295108 0.73895489 0.01689842 0.0976461  0.37663519]
27	True	34.44146466255188	125.21177557872167	0.04222844170418308	0.47255786527035176	0.10287810453440618	0.4405286436139228	0.8204693766442542	`xtol` termination condition is satisfied.	[0.04222844 0.47255787 0.1028781  0.44052864 0.82046938]	[0.29701816 0.34610578 0.00732466 3.01423743 2.06805639]
58	True	36.23136043548584	125.41059632742623	0.0470724538853751	0.7136846333810135	0.10525758314086033	0.8792244624650863	0.763038003925446	`xtol` termination condition is satisfied.	[0.04707245 0.71368463 0.10525758 0.87922446 0.763038  ]	"[2.09625070e-01 4.11202308e-01 1.14672704e-04 4.96275504e-03
 2.23667655e-01]"
87	True	24.12351155281067	125.54211596924779	0.056496948291639794	0.6700197014774365	0.10965926486316759	2.703859520692261	0.7995167394590462	`xtol` termination condition is satisfied.	[0.05649695 0.6700197  0.10965926 2.70385952 0.79951674]	[0.01232485 0.93286978 0.01370575 2.62702064 6.58190095]
51	True	35.81347322463989	125.6547852037818	0.04571944660322159	0.5897444525002441	0.10407843254848678	0.7446415909962796	0.8041563180667181	`xtol` termination condition is satisfied.	[0.04571945 0.58974445 0.10407843 0.74464159 0.80415632]	[0.05019303 0.37499265 1.70520241 0.37997625 1.3982466 ]
73	True	30.107372283935547	126.01351124624036	0.0395645777905148	0.6420839846384709	0.1044403022870932	3.4694558327671596	0.8092669880237512	`xtol` termination condition is satisfied.	[0.03956458 0.64208398 0.1044403  3.46945583 0.80926699]	[0.01698912 0.28657267 0.00061748 0.01800309 0.56728152]
43	True	24.68568253517151	126.24339812139566	0.07067028899085685	0.663860740638354	0.11339179543975575	0.8712426495531385	0.8277231744100922	`xtol` termination condition is satisfied.	[0.07067029 0.66386074 0.1133918  0.87124265 0.82772317]	[0.2240269  0.35362765 0.00292991 0.00672676 0.15657131]
42	True	29.154191493988037	126.77856298364824	0.03846807042955323	0.523056465300966	0.10753697783376681	1.2117899989809537	0.8718814820549564	`xtol` termination condition is satisfied.	[0.03846807 0.52305647 0.10753698 1.21179    0.87188148]	"[1.32103299e-02 6.59170816e-01 4.70673981e-04 2.31626083e-04
 9.82516147e-01]"
13	True	29.72654390335083	126.88691929022553	0.059595356593750225	0.6307904044120147	0.10721878605929842	9.524428380127866	0.7907603312750467	`xtol` termination condition is satisfied.	[0.05959536 0.6307904  0.10721879 9.52442838 0.79076033]	"[4.88681330e-01 8.92078268e-01 5.23514748e-04 1.32087351e-02
 3.56073488e-01]"
3	True	27.083118438720703	127.10874473077165	0.030945653659978735	0.4625408194250236	0.0960859672583124	1.338843971665913	0.7967010743863526	`xtol` termination condition is satisfied.	[0.03094565 0.46254082 0.09608597 1.33884397 0.79670107]	[0.2351554  0.91295938 0.02476039 0.00367334 0.17870923]
96	True	35.42622351646423	127.24302398995127	0.018575615694190792	0.5835566486002177	0.09187313590299753	1.0256593613816614	0.767342317814314	`xtol` termination condition is satisfied.	[0.01857562 0.58355665 0.09187314 1.02565936 0.76734232]	[0.03480527 0.35453181 1.37877436 0.21450759 0.48279975]
45	True	30.909487009048462	127.63684250684523	0.044862580564724114	0.4784317419702391	0.09549661868175903	0.7213796327397726	0.7546110260691311	`xtol` termination condition is satisfied.	[0.04486258 0.47843174 0.09549662 0.72137963 0.75461103]	"[2.07961091e-01 7.06181953e-01 1.84881404e-04 1.36340613e-03
 1.82233402e-01]"
21	True	34.44109129905701	127.7817905446951	0.0633834918401603	0.967535360407436	0.1411545320987533	0.5714622984659207	1.0024235838379154	`xtol` termination condition is satisfied.	[0.06338349 0.96753536 0.14115453 0.5714623  1.00242358]	[0.10455046 0.40020764 0.01466249 1.48205599 1.29678571]
53	True	33.7160701751709	127.96386298320799	0.02996773394546331	0.26993889229252116	0.09295144473310457	0.5069705704946906	0.7953270255827827	`xtol` termination condition is satisfied.	[0.02996773 0.26993889 0.09295144 0.50697057 0.79532703]	[0.02714138 0.30864201 0.01593151 3.66872406 0.10228664]
84	True	40.343411445617676	127.98924154244607	0.04113323507503979	0.3381654080402823	0.09548558857152467	0.9922426380935285	0.788224168709888	`xtol` termination condition is satisfied.	[0.04113324 0.33816541 0.09548559 0.99224264 0.78822417]	"[4.56628269e+00 4.04968831e-01 2.21472561e-04 8.21641505e-03
 1.03400639e-01]"
49	True	33.266820669174194	128.29645634238054	0.05085084588170754	0.3294633844661399	0.09379866502900232	0.9831210108375721	0.7485513187839281	`xtol` termination condition is satisfied.	[0.05085085 0.32946338 0.09379867 0.98312101 0.74855132]	"[6.25854942e+00 5.00563401e-01 4.49317080e-04 5.41887734e-03
 9.66385064e+00]"
4	True	24.839661359786987	128.31364975873845	0.02145027384062922	0.2877319803547274	0.09707420147437605	0.636005947747961	0.8500969482144972	`xtol` termination condition is satisfied.	[0.02145027 0.28773198 0.0970742  0.63600595 0.85009695]	"[4.07838336e-02 3.05090548e-01 3.78038972e-04 5.38157682e-03
 1.93616139e+00]"
25	True	32.882120847702026	128.41086301464168	0.04142538667606174	0.3580420856806567	0.09554567202712155	2.407504015776836	0.7871973733144628	`xtol` termination condition is satisfied.	[0.04142539 0.35804209 0.09554567 2.40750402 0.78719737]	[0.05180724 0.39602099 0.00120054 0.04568961 0.43938278]
68	True	35.11884093284607	128.8837305275726	0.03719910809725178	0.2658898182541204	0.09473284060824587	2.6278348828219866	0.7961606009275989	`xtol` termination condition is satisfied.	[0.03719911 0.26588982 0.09473284 2.62783488 0.7961606 ]	"[4.17594769e-01 4.73511961e-01 2.63411503e-04 7.58983192e-01
 2.81518695e-01]"
38	True	24.150452852249146	128.94318644286207	0.02422041296090386	0.25095811275252655	0.09368871068964864	0.9878703485931679	0.8152258041200058	`xtol` termination condition is satisfied.	[0.02422041 0.25095811 0.09368871 0.98787035 0.8152258 ]	[0.02431625 0.47848576 0.01742386 0.01244391 2.83120873]
95	True	27.134132146835327	129.38718322734854	0.028235575596460043	0.25042875582173185	0.0899252319161527	0.9336419235295768	0.768689745027622	`xtol` termination condition is satisfied.	[0.02823558 0.25042876 0.08992523 0.93364192 0.76868975]	"[6.93865299e+00 7.61293083e-01 1.68203632e-04 4.89807602e-02
 1.61442949e-01]"
97	True	36.02936267852783	134.3765372521533	9.869231626333978	0.2500116658513843	0.1578695533279605	3.497492501648033	1.1320112334859997	`xtol` termination condition is satisfied.	[9.86923163 0.25001167 0.15786955 3.4974925  1.13201123]	[2.42282957 0.52200668 0.12476813 3.58230235 1.95278431]
12	True	33.24567198753357	134.40982585065532	9.999692409248793	0.25000000000014727	0.15701921062082952	1.4860002981191918	1.0974873445396636	`xtol` termination condition is satisfied.	[9.99969241 0.25       0.15701921 1.4860003  1.09748734]	[5.98651607 0.61387035 0.00621676 0.31755988 3.51064648]
36	True	34.421982765197754	134.55326322117764	9.974899940512799	0.2500003221140446	0.15480878957452276	0.9522491402579801	1.0851137791958934	`xtol` termination condition is satisfied.	[9.97489994 0.25000032 0.15480879 0.95224914 1.08511378]	"[4.61755195e+00 5.13817540e-01 1.33505955e-04 1.36335526e+00
 2.32172310e-01]"
30	True	39.58531951904297	134.66525493389312	9.305593146869848	0.2500000054262067	0.15878788880623107	0.3123267336089845	1.1278584449961102	`xtol` termination condition is satisfied.	[9.30559315 0.25000001 0.15878789 0.31232673 1.12785844]	"[8.28848677e-01 3.09326880e-01 2.74395036e-04 1.76881027e-02
 2.47473358e-01]"
40	True	25.902410984039307	134.86128294911666	8.303611060270399	0.2500335787730126	0.15742667925980305	0.31671628312888206	1.1202290664033088	`xtol` termination condition is satisfied.	[8.30361106 0.25003358 0.15742668 0.31671628 1.12022907]	[3.00920765 0.71853837 0.20147072 0.0699296  1.69983235]
76	True	22.360950469970703	135.63848738012166	0.06212349850167313	0.28879970427626184	0.11535414753910403	3.6731205272049734	1.0006072645354949	`xtol` termination condition is satisfied.	[0.0621235  0.2887997  0.11535415 3.67312053 1.00060726]	[0.03474563 0.32414806 0.1115575  7.70039175 2.36405433]
82	True	48.23383569717407	135.65784665508232	1.0086472127661643	0.25323148158736736	0.16269378763026146	0.06025015638952672	1.0830942171286762	`xtol` termination condition is satisfied.	[1.00864721 0.25323148 0.16269379 0.06025016 1.08309422]	[1.09662837 0.506921   0.80792499 0.68678162 0.28277166]
